Title,Description,Ingredients,Directions,Link
Puff Pastry Ham and Broccoli Quiche,"For this puff pastry ham and broccoli quiche, you’ll use a sheet of puff pastry instead of a pie shell. You'll love the flakiness, and the flavor!","['1 sheet frozen puff pastry', '1 cup chopped broccoli', '1 cup chopped ham', '1 1/2 cups shredded Gruyere cheese', '1/3 cup minced onion', '4 large eggs', '1 cup heavy cream', '1 cup whole milk', '1 pinch cayenne pepper (optional)', 'fresh parsley sprigs or chopped scallions (optional)']","['Thaw puff pastry in the refrigerator until cold to the touch but easy to manipulate, about 4 hours, or according to package directions.', 'Preheat the oven to 400 degrees F (200 degrees C). Lightly flour a work surface. Place thawed puff pastry on the floured surface and unfold gently. Roll out pastry to a 13-inch\xa0 square. Trim the corners of pastry to a 13-inch circle and place in a 9-inch quiche or pie pan.', 'Fill pastry with pie weights or dried beans, and prick the sides with a fork. Place the pie pan on a baking sheet.', 'Bake in the center of the preheated oven for 8 to 10 minutes. If pastry puffs up while baking, gently press with the back of a fork and continue baking.', 'Remove from the oven and allow to cool slightly. Remove pie weights or dried beans.', 'Toss chopped broccoli, chopped ham, shredded cheese, and minced onion together in a bowl, and then pour into the baked crust.', 'Using the same bowl, add eggs, heavy cream, whole milk, and cayenne. Beat until the mixture has a uniform color and texture. Slowly pour egg mixture into crust and gently stir, to distribute egg mixture evenly with other ingredients.', 'Bake quiche on the baking sheet in the preheated oven, until a knife inserted into the center comes out clean, 35 to 40 minutes. If the knife has liquid on it when inserted, continue baking 3 to 5 minutes, and retest.', 'Remove to cool on a rack for 10 to 15 minutes. Garnish with fresh parsley or chopped scallions. Serve warm or at room temperature.']",https://www.allrecipes.com/puff-pastry-ham-and-broccoli-quiche-recipe-8665973
Shallot and Chive Boursin Dip,"This simple shallot and chive Boursin dip comes together quickly and is packed with savory and tangy flavor. Serve with crostini, chips, crackers, or fresh veggies.","['1 (5.2 ounce) package shallot & chive Gournay cheese (such as Shallot and Chive Boursin®), softened', '1/2 cup mayonnaise', '1/4 cup plain Greek yogurt\xa0(such as Fage® 2%)', '1 tablespoon dill pickle brine', '1 clove garlic, pressed', 'chopped fresh chives (optional)']","['Combine Boursin, mayonnaise, yogurt, pickle brine, and garlic in a large bowl.', 'Beat with an electric mixer on low speed until smooth and well combined. Garnish with chives, and store leftovers in an airtight container in the refrigerator.']",https://www.allrecipes.com/shallot-and-chive-boursin-dip-recipe-8665981
Smoked Salmon Dip,"This smoked salmon dip combines cream cheese, fresh lemon juice and zest, dill, capers, and red onions with smoked salmon. It’s a fancy and yet simple dish to take to a party or serve at home as an appetizer. Make ahead if you like and serve cold with sliced baguette.","['1 (8 ounce) package cream cheese,\xa0softened', '6 ounces smoked salmon, diced', '2 tablespoons finely chopped fresh dill', '1 lemon, zested', '1 tablespoon lemon juice', '1/2 tablespoon finely chopped capers', '1 tablespoon finely chopped red onion']","['Stir cream cheese, salmon, dill, lemon zest, lemon juice, capers, and red onion together in a large bowl until well blended. Cover and refrigerate until ready to serve. Garnish with additional dill, if desired.']",https://www.allrecipes.com/smoked-salmon-dip-recipe-8665771
Simple Roasted Lamb Breast,"I made this simple roasted lamb breast when I recently saw this affordable cut at the store and decided to give it a go. The result was a fall-off-the-bone, melt-in-your-mouth, tender, juicy, and flavorful meal. I like to serve a chimichurri over the top for an acidic punch but it is not necessary.","['2 tablespoons olive oil', '1 teaspoon crushed rosemary', '1 teaspoon parsley flakes', '1 teaspoon paprika', '1 teaspoon garlic powder', '1 teaspoon sea salt', '1/2 teaspoon freshly cracked black pepper', '1 (2 1/4 pound) split lamb breast']","['Preheat the oven to 325 degrees F (165 degrees C). Whisk olive oil, rosemary. parsley, paprika, garlic powder, salt, and pepper together in a small bowl.', 'Place lamb breast in a roasting pan fat side up. Brush seasoned oil on all sides of the breast.', 'Bake, covered, in the preheated oven until an instant-read thermometer inserted near the center reads 145 degrees F (63 degrees C), about 2 hours. Remove from the oven; let rest for 30 minutes. Cut each breast in half and serve.']",https://www.allrecipes.com/simple-roasted-lamb-breast-recipe-8662926
Lacinato Kale Salad with Warm Bacon Vinaigrette,"This lacinato kale salad with warm bacon vinaigrette is made with the Italian relative to its more common “cousin”, curly kale. Lacinato is a deep blue-green color, with a puckered surface, and like its cousin, it is a sturdy green, full of nutrients, that can stand up to a warm vinaigrette—a nice change from lettuce salads. Enjoy this hearty salad as a side, or add a little cooked chicken, if you’d like some protein, for a complete meal.","['2 bunches lacinato kale', '1/3 cup thinly sliced red onion (see Note)', '1/2 cup chopped dried apricots', '1/2 cup blanched slivered almonds', '1/2 red bell pepper, cored, seeded and sliced into thin strips', '3 slices bacon', '1 clove garlic, minced', '2 tablespoons olive oil (see Note)', '1/4 cup balsamic vinegar', '1/2 teaspoon Dijon mustard', '1 pinch salt, or to taste', '1 pinch freshly ground black pepper, or to taste', '1/8 teaspoon red pepper flakes, or to taste']","['Wash kale in cold water and pat dry with paper towels. Using a sharp knife, remove stems and coarse veins, and chop kale into bite-sized pieces. Place chopped kale and red onion slices in a large salad bowl, and set aside.', 'For dressing, cook bacon in a skillet over medium heat until browned and crispy, 5 to 7 minutes. Remove bacon from the skillet, chop, and reserve.', 'To the bacon drippings in the same skillet, add only enough olive oil to equal 1/4 cup. Heat the combined drippings and the olive over medium heat until hot. Stir in the minced garlic and cook about 30 seconds.', 'Remove the skillet from the heat and stir in balsamic vinegar, Dijon mustard, salt and pepper to taste, and red pepper flakes, to taste.', 'Pour mixture over torn kale and onion slices, and stir until well coated with the hot dressing. Add chopped apricots, blanched slivered almonds, and red bell pepper strips.', 'Give the salad a final toss, and garnish with reserved chopped bacon.']",https://www.allrecipes.com/lacinato-kale-salad-with-warm-bacon-vinaigrette-recipe-8664970
Strawberry Iced Tea,"This strawberry iced tea, cool and refreshing, is flavored with fresh strawberries. I like to leave sliced strawberries in my tea, but you can also blend the strawberries and add the smooth mixture to the tea.","['2 cups water', '4 bags black tea', '1 (16 ounce) container fresh strawberries, sliced', '1/2 cup white sugar', '1 tablespoon strawberry syrup, such as Torani®', '1 tablespoon freshly squeezed lemon juice', '2 cups cold water']","['Bring water to a boil in a saucepan. Remove from heat and add tea bags. Let steep for 1 hour; remove tea bags.', 'Place strawberries in a large bowl and sprinkle with sugar. Let stand 10 minutes; stir. Stir in strawberry syrup and lemon juice. Mash strawberries to desired consistency.', 'Pour strawberry mixture, tea, and 2 cups cold water into a pitcher. Stir well. Chill until ready to use.']",https://www.allrecipes.com/strawberry-iced-tea-recipe-8665564
Carrot Cake Pancakes,"Carrot cake pancakes for breakfast? Why not! The spices in these pancakes take you right to the flavors of a carrot cake. They're topped with a sweet cream cheese drizzle, chopped nuts, raisins, and flaked coconut for a decadent treat.","['1 ¼ cups all-purpose flour', '1 ½ teaspoons baking powder', '1 teaspoon ground cinnamon', '½ teaspoon pumpkin pie spice', '½ teaspoon baking soda', '¼ teaspoon table salt', '1 cup whole buttermilk', '¼ cup packed light brown sugar', '1 large egg', '1 teaspoon vanilla extract', '¾ cup finely grated carrot', '3 tablespoons unsalted butter, melted, plus more for griddle', '3 ounces cream cheese, softened', '1 tablespoon whole milk', '2 tablespoons powdered sugar', '½ teaspoon vanilla extract', '3 tablespoons golden raisins', '3 tablespoons toasted chopped pecans or walnuts', '3 tablespoons toasted unsweetened coconut flakes', '1 tablespoon finely chopped candied ginger (Optional)']","[""If you love carrot cake, you'll go nuts for these carrot cake pancakes. This recipe uses a classic buttermilk batter, which is brightened with grated carrots, cinnamon, and spices. The result truly tastes like a slice of your favorite dessert."", '“When I first came to the U.S. I discovered carrot cake and that you could use carrots for dessert,” says Chef Michel Richard in The Flavor Bible, an acclaimed pastry chef who passed away in 2016. “The problem is that most people trust carrot cake but little else.”', 'Hopefully these carrot cake pancakes are a close enough step away to give them a shot. Carrots are quiet vegetables, especially when cooked, and they pair well with spices like cinnamon. Thankfully, this recipe includes ground cinnamon and pumpkin pie spice as well as vanilla extract and light brown sugar for sweetness.', 'If you know anything about pancakes, you know buttermilk is a great ingredient to use because it is fermented. Buttermilk, which reacts with the baking soda, can add a little richness and tang to a pancake and make them thicker and fluffier.', 'Serve these pancakes with a traditional drizzle of maple syrup or for a special finishing touch, try them with a cream cheese frosting drizzle. Either way, these pancakes are sure to become a family favorite!', 'Editorial contributions by Keaton Larson', 'Gather all ingredients.', 'To make the pancake batter: Whisk flour, baking powder, cinnamon, pumpkin pie spice, baking soda, and salt together in a large bowl.', 'Add buttermilk, brown sugar, egg, and vanilla; stir until just combined. Stir in carrots and melted butter until just combined. Set batter aside while you prepare the frosting and topping.', 'To make the frosting: Whisk cream cheese, milk, powdered sugar, and vanilla together in a medium bowl until smooth. Set aside.', 'To prepare the topping: Stir raisins, pecans, coconut, and ginger together in a small bowl. Set aside.', 'Heat a large nonstick skillet or griddle over medium heat; grease with butter.', 'Working in batches, scoop 1/4 cup batter per pancake into the skillet, being sure not to overcrowd it. Cook until bubbles begin to form on surface of pancakes and edges look dry, 2 to 3 minutes. Flip, and cook until fluffy and slightly firm, about 1 minute. Repeat with remaining batter, adding butter and adjusting heat as needed.', 'Divide pancakes evenly among 4 plates; drizzle evenly with frosting and sprinkle evenly with topping.']",https://www.allrecipes.com/carrot-cake-pancakes-recipe-8642452
Red Lentil Chili,"This one-pot vegetarian lentil chili is loaded with fresh vegetables, packed with smoky flavor, and gets a kick of heat from fresh jalapeños.","['2 tablespoons grapeseed oil', '2  carrots, chopped', '1 zucchini, cut into bite-sized pieces', '1 onion, chopped', '1 poblano pepper, chopped', '3 tablespoons chili powder, divided', '3 tablespoons cumin, divided', '1 tablespoon smoked paprika', '4 cloves garlic, minced', '1 fresh jalapeño pepper, seeded and diced', '2 tablespoons tomato paste', '2 (14.5 ounce) cans diced tomatoes with juice', '2 cups vegetable broth', '1 (15 ounce) can kidney beans, rinsed and drained', '1 (15 ounce) can black beans, rinsed and drained', '1 cup red lentils, rinsed and drained']","['Heat oil over medium heat in a Dutch oven. Add carrots, zucchini, onion, poblano pepper, 1 tablespoon chili powder, 1 tablespoon cumin, and smoked paprika. Cook until onion is soft and translucent, 3 to 4 minutes.', 'Remove zucchini from Dutch oven and set aside. Add garlic and jalapeño pepper to the vegetable mixture and stir to combine. Add tomato paste, 1 tablespoon chili powder, and 1 tablespoon cumin; stir for 2 to 3 minutes. Add diced tomatoes and vegetable broth, and bring to a boil. Once liquid boils, stir in kidney beans, black beans, and red lentils.', 'Reduce heat to medium-low, cover, leaving lid ajar, and simmer for 15 minutes. Season with remaining chili powder and cumin to taste.', 'Return zucchini to the pot and reduce heat to low. Cover and allow flavors to blend for about 20 minutes. Taste and adjust seasoning if needed.']",https://www.allrecipes.com/red-lentil-chili-recipe-8647042
Thai Spice Sweet Tea,"This Thai spice sweet tea is lighter, more refreshing, and less sweet than traditional Thai iced tea. Red rooibos and black tea steep with cardamom, star anise, cloves, and cinnamon. Topped with coconut milk, there's no better drink to serve with spicy food.","['4 1/4 cups water', '4 cardamom pods', '3 whole star anise', '3 whole cloves', '1/8 teaspoon ground cinnamon', '1/2 teaspoon tamarind paste (optional)', '1/3 cup white sugar,\xa0or to taste', '5 bags rooibos tea', '2 bags black tea', '3/4 cup coconut milk, blended smooth']","['Add water to a saucepan, and place over medium-high heat.', 'Crush cardamom pods with mortar and pestle or flat of a knife. Add cardamom, star anise, cloves, cinnamon, and tamarind to the saucepan, and bring to a simmer. Reduce heat to low and simmer for 5 minutes.', 'Add tea bags; stir to combine. As soon as water returns to a simmer, turn off heat, and steep for 5 minutes.', 'Stir in sugar, and let stand 5 minutes more. Strain into a container, squeezing tea bags thoroughly. Wrap container and refrigerate until very cold, about 1 hour.', 'To serve, fill a tall glass with ice. Pour in tea; top with a generous splash of coconut milk.']",https://www.allrecipes.com/thai-spice-sweet-tea-recipe-8665228
Copycat Chili's Southwestern Eggrolls,"""So easy to make, you’ll never go back to Chili’s!""","['1 avocado, halved lengthwise', '1/2 cup mayonnaise', '1/4 cup whole buttermilk', '1 tablespoon ranch dressing mix', '1 1/2 cups finely chopped rotisserie chicken (about 8 ounces)', '1 cup shredded Monterey Jack cheese', '1/2 cup frozen corn, thawed', '1/2 cup drained and rinsed canned black beans', '1/2 cup finely chopped fresh baby spinach', '1/4 cup finely chopped red bell pepper', '1/4 cup thinly sliced scallions', '1 tablespoon finely chopped pickled jalapeño chile', '1 1/2 tablespoons taco seasoning', '1 teaspoon kosher salt', '8 (8 inch) flour tortillas', '2 cups vegetable oil, for frying, or as needed']","[""Craving that classic Chili's app from home? Now there's an easy way to enjoy the restaurant favorite from your very own kitchen. These copycat snacks deliver all your favorite meaty, cheesy, and tangy flavors in one crispy tortilla package."", '“Addictive little appetizers that are so easy to make, you’ll never go back to Chili’s!” raved Allrecipes recipe developer Amanda Stanfield. “The avocado ranch dip is the cherry on top and really punches up the eating experience.”', 'Gather all ingredients.', 'Mash 1 avocado half with a fork until smooth and creamy in a small bowl. Save remaining avocado half for another use. Whisk in mayonnaise, buttermilk, and ranch seasoning until smooth. Cover and refrigerate avocado ranch dip until ready to use.', 'Stir together chicken, cheese, corn, black beans, spinach, red bell pepper, scallions, pickled jalapeno, taco seasoning, and salt until well combined in a medium bowl.', 'Place about 1/2 cup of filling in the center of a tortilla. Fold in two sides of the tortilla over the filling and roll up very tightly. Secure seam with a toothpick. Transfer eggroll to a large plate. Repeat process with remaining tortillas and chicken mixture.', 'Pour oil to a depth of 1/2-inch in a 12-inch cast-iron skillet over medium-high until a thermometer reads 350 degrees F (175 degrees C), about 8 minutes. Add 3 to 4 eggrolls into hot oil, seam side down, and cook, until golden brown and crispy all over, 3 to 4 minutes, flipping halfway through cooking.\xa0 Transfer to a paper towel lined plate to drain. Repeat with remaining eggrolls.', 'Remove toothpicks and slice each eggroll at an angle. Serve with avocado ranch dip.']",https://www.allrecipes.com/copycat-chilis-southwestern-eggrolls-recipe-8653098
Crunchy Quick Refrigerator Dill Pickles,"These crunchy quick refrigerator dill pickles are easy to make, and cure in the refrigerator for a day before they're ready. They're a great way to use the abundant cucumbers from your garden.","['8 salad or pickling cucumbers, sliced into 3/4-inch pieces', '2 garlic cloves', '5 sprigs fresh dill', '1/2 teaspoon black peppercorns', '4 cups water', '3 tablespoons kosher salt', '3/4 cup white vinegar']","['Place half of cucumber slices in a large jar. Add garlic, dill, and peppercorns. Top with remaining cucumbers until the jar is filled tightly.', 'Bring water, salt, and vinegar to a boil in a small saucepan, stirring occasionally, until salt is dissolved. Remove from heat and let cool 10 minutes. Pour warm mixture over cucumbers and seal jar. Refrigerate at least one day and up to 4 weeks.']",https://www.allrecipes.com/crunchy-quick-refrigerator-dill-pickles-recipe-8664645
Pickled Banana Peppers,"These pickled banana peppers are easy to make, and cure in the refrigerator. They'll be great on sandwiches and pizza.","['10 to 12 fresh banana peppers, cut into 3/4-inch slices', '1 to 2 garlic cloves', '1 to 2 slices fresh jalapenos (optional)', '1 1/2 cups vinegar', '1 cup water', '1 1/2 teaspoons kosher salt']","['Pack peppers, garlic, and jalapenos tightly in a glass jar.', 'Bring vinegar, water, and salt to a boil, stirring occasionally, until salt is dissolved. Remove from heat and let stand 10 minutes. Pour warm mixture over peppers and seal jar. Refrigerate 12 to 24 hours before using and up to 4 weeks.']",https://www.allrecipes.com/pickled-banana-peppers-recipe-8664623
Hot Honey Butter Cream Cheese Stuffed Bagel,"This hot honey butter cream cheese stuffed bagel is a twist on the viral air fryer stuffed bagel, with tangy cream cheese inside and a hot honey-caramelized outside.","['1 bagel', '1 ounce cream cheese, cut into 8 slices', '1 tablespoon hot honey or regular honey, plus more for drizzle', '1 tablespoon butter', 'flaky salt (optional)']","[""Preheat an air fryer to 390 degrees F (199 degrees C) according to manufacturer's instructions."", 'Make 8 small cuts in the bagel, taking care not to cut all the way through, to create small openings.\xa0 Add a piece of cream cheese in each crevice around the bagel.\xa0Combine honey and melted butter in a small dish and coat the stuffed bagel liberally. Sprinkle with salt.', 'Place bagel in the air fryer until golden brown, 5 to 7 minutes.\xa0Drizzle with more honey if desired.']",https://www.allrecipes.com/hot-honey-butter-cream-cheese-stuffed-bagel-recipe-8664575
Salted Caramel Banana Ritz Icebox Cake,This salty-sweet dessert might just be even better than our favorite banana pudding recipe.,"['1 1/2 cups cold whole milk', '1 (5.1-ounce) package vanilla instant pudding and pie filling (such as Jell-O)', '1 teaspoon vanilla extract', '2 1/2 cups plus\xa02 tablespoons heavy whipping cream, divided', '1/4 cup confectioners’ sugar', '1 (14-ounce) can\xa0sweetened condensed milk', '1 (8-ounce) container sour cream', '1/4 cup salted caramel sauce, plus more microwaved sauce for drizzling', '1 (1 lb 7,7 oz box) buttery crackers (such as Ritz®) (about 98 crackers)', '6 cups thinly sliced spotted bananas (about 3 1/2 pounds bananas)', 'flakey\xa0sea salt']","[""Meet the no-bake, make-ahead dessert we can't get enough of right now. It's perfect for any event, any time of year, but especially a summer barbecue—and it's easy to whip together. The best part? It's a fun twist on a classic that uses everyone's favorite salty, buttery snack cracker. Introducing our Salted Caramel Banana Ritz Icebox Cake."", 'Just take it from recipe creator\xa0Renu Dhar, who says, ""The flavor is so very banana pudding. The saltiness from the Ritz crackers and salted caramel help balance out all the sweetness. The combination of the pudding and the whipped cream makes it light and airy—like eating clouds. The sour cream adds a slight tang that makes everything come together."" In fact, Dhar even adds,\xa0""I like it better than my aunt’s banana pudding and my aunt makes it all the time! It’s so creamy and so yummy.""', 'Recipe tester Liz Mervosh gives some helpful tips: ""The salt on top is a must, it perfectly complements the sweetness of the pudding mixture."" She also suggests that letting it sit for 8 hours in the fridge is the ""sweet spot."" More specifically, ""At 4 hours, the crackers were too hard for me....and at 24 hours, it tasted great, but the crackers were too soft for me.""', 'The test kitchen also notes further options for customization. Sprinkle toasted coconuts or chopped nuts over the bananas for added interest. Or, substitute mangoes or peaches for the bananas for a different flavor profile altogether. You can also use frozen whipped topping (like Cool Whip) instead of homemade whipped cream. However you make it, this icebox cake made in your trusty 9x13 is sure to be a hit.', 'Gather all ingredients.', 'Whisk together milk and pudding and pie filling in a large bowl until mostly smooth. Let stand until very thick, about 5 minutes.', ""Meanwhile, beat vanilla and 2 1/2 cups of the heavy whipping cream in a large bowl with an electric mixer on high speed until soft peaks form, about 2 minutes. Gradually add confectioners' sugar, and beat until stiff peaks form, 15 to 30 seconds."", 'Whisk sweetened condensed milk and sour cream into thickened pudding until smooth. Fold in whipped cream until smooth and light.', 'Microwave 1/4 cup salted caramel and remaining 2 tablespoons heavy whipping cream in a small microwave-safe bowl on high until loosened, about 10 seconds; whisk to combine.', 'Place 32 of the crackers in an even layer in the bottom of a 9x13-inch baking dish, breaking up crackers as needed to fill space. Spread 3 cups of the pudding mixture in an even layer over crackers. Top pudding mixture with 2 cups of the sliced bananas. Drizzle evenly with about 2 tablespoons of the salted caramel mixture. Repeat layering process once more, ending with a layer of salted caramel. Evenly top with remaining 34 crackers, breaking them as needed to fit. Spread remaining 3 cups pudding mixture over crackers.', 'Store, covered, in the refrigerator for at least 8 hours or up to overnight. Before serving, top with remaining 2 cups sliced bananas.', 'Drizzle with salted caramel sauce and sprinkle flaky sea salt.', 'Cut into slices and serve drizzled with extra caramel sauce if desired.']",https://www.allrecipes.com/salted-caramel-banana-ritz-icebox-cake-recipe-8651190
Whole Meyer Lemon Drop,"This whole Meyer lemon drop will be the best lemon drop you've ever had. Blitz a whole Meyer lemon, vodka, ice, and a little sugar in the blender, strain, and go.","['1 Meyer lemon', '1 tablespoon sugar, plus more for rimming glass', '1 cup ice', '1/2 cup cold water', '2 fluid ounces vodka']","['Cut off the ends of the lemon.\xa0Use cut pieces to run around the rim of a martini glass.\xa0Dip glass in sugar to create a sugar rim.', 'Cut remaining lemon in quarters and cut each quarter in half.\xa0 Place lemon pieces in blender. Add remaining ingredients and blend 30 seconds or until mostly smooth and frothy.', 'Strain mixture into sugar rimmed glass and serve immediately.']",https://www.allrecipes.com/whole-meyer-lemon-drop-martini-recipe-8663771
